@RELATION credit

@ATTRIBUTE person_age NUMERIC
@ATTRIBUTE person_income NUMERIC
@ATTRIBUTE person_home_ownership {RENT,OWN,MORTGAGE,OTHER}
@ATTRIBUTE person_emp_length NUMERIC
@ATTRIBUTE loan_grade {A,B,C,D,E,F,G}

@DATA
21,41033,MORTGAGE,2,C
24,41100,OWN,4,A
24,41100,OWN,2,B
23,97000,RENT,7,C
24,97850,RENT,5,A
25,98000,RENT,9,B
23,41196,MORTGAGE,7,B
26,99000,RENT,5,A
25,99275,RENT,1,C
21,41200,OWN,3,B
24,87996,RENT,8,D
22,99996,RENT,1,A
22,100000,RENT,3,B
24,100000,RENT,5,A
25,100000,RENT,3,A
25,88000,RENT,9,E
24,100000,RENT,4,E
21,88000,RENT,4,E
23,100000,RENT,0,B
21,102000,RENT,5,D
23,41496,OWN,4,E
26,102000,RENT,5,A
25,107000,RENT,0,A
24,41500,MORTGAGE,8,A
23,107500,RENT,7,A
26,96000,RENT,2,D
25,41508,MORTGAGE,9,C
23,98000,RENT,0,E
25,41520,OWN,9,A
23,110000,RENT,5,A
22,41600,OWN,4,B
22,41600,MORTGAGE,0,B
23,41600,MORTGAGE,7,C
26,113000,RENT,3,C
24,41600,MORTGAGE,0,A
22,41600,MORTGAGE,2,D
24,114800,RENT,6,A
22,41604,OWN,1,B
25,41664,MORTGAGE,6,A
25,115000,RENT,6,A
22,41717,OWN,5,B
25,41718,OWN,3,A
25,115000,RENT,3,B
21,35760,MORTGAGE,5,E
25,116000,RENT,5,C
22,41784,MORTGAGE,6,A
22,41800,MORTGAGE,3,A
22,41820,MORTGAGE,4,A
21,120000,RENT,2,B
21,120000,RENT,4,B
26,120000,RENT,11,C
23,35941,MORTGAGE,7,C
24,120000,RENT,3,A
24,120000,RENT,4,C
23,91800,RENT,7,B
25,120000,RENT,3,A
23,120000,RENT,0,C
24,42000,MORTGAGE,5,A
26,122500,RENT,1,B
25,42000,MORTGAGE,4,B
23,124000,RENT,2,C
22,42000,MORTGAGE,1,C
26,125000,RENT,6,A
25,130000,RENT,7,A
22,36000,MORTGAGE,6,B
21,36000,MORTGAGE,2,C
25,42000,MORTGAGE,9,B
23,42000,MORTGAGE,0,D
25,42000,MORTGAGE,1,A
25,132000,RENT,4,C
22,42000,MORTGAGE,6,C
22,140000,RENT,0,B
24,140000,RENT,0,B
24,42000,MORTGAGE,5,A
24,42000,OWN,8,A
22,42000,MORTGAGE,5,A
22,42000,OWN,6,A
26,145000,RENT,1,B
22,42000,MORTGAGE,4,B
24,42000,MORTGAGE,3,A
23,157500,RENT,1,B
25,42000,OWN,6,A
22,160000,RENT,0,A
25,153000,RENT,9,D
24,165000,RENT,2,B
24,42000,MORTGAGE,6,A
25,175000,RENT,4,D
24,238000,RENT,2,D
22,42000,MORTGAGE,7,B
24,42000,MORTGAGE,4,A
24,24148,RENT,1,B
22,29004,RENT,4,B
24,46000,RENT,2,C
22,60000,RENT,6,B
22,42000,MORTGAGE,6,A
23,65000,RENT,0,A
23,42000,OWN,5,A
22,72000,RENT,0,B
22,42000,OWN,6,A
25,42000,MORTGAGE,9,A
22,83200,RENT,6,C
25,26880,RENT,1,C
21,42000,OWN,5,D
22,26400,RENT,6,B
22,30000,RENT,4,A
23,42000,MORTGAGE,7,B
26,28000,RENT,5,A
22,33000,RENT,4,C
25,36000,RENT,3,B
23,48000,RENT,7,A
23,44000,RENT,7,A
24,42000,MORTGAGE,4,A
23,44000,RENT,7,C
24,42000,MORTGAGE,8,B
26,36000,MORTGAGE,3,B
24,53500,RENT,0,A
23,60000,RENT,4,C
22,60000,RENT,4,B
25,60000,RENT,4,A
24,82500,RENT,8,A
23,66300,RENT,7,D
22,42000,OWN,3,A
26,93000,RENT,7,B
25,42000,MORTGAGE,2,C
26,107000,RENT,2,A
23,36000,MORTGAGE,7,B
21,42000,MORTGAGE,5,C
23,36504,RENT,0,C
25,32400,RENT,2,B
23,42000,RENT,2,C
22,42000,MORTGAGE,6,C
22,42000,MORTGAGE,6,C
22,42000,MORTGAGE,5,A
26,36000,MORTGAGE,1,B
23,50000,RENT,0,A
21,50000,RENT,5,A
24,51630,RENT,0,B
23,54096,RENT,2,B
23,42000,MORTGAGE,7,A
24,69600,RENT,8,B
23,42000,MORTGAGE,7,C
21,42000,OWN,5,B
24,74000,RENT,1,C
23,107000,RENT,2,A
25,13296,RENT,4,B
22,15000,RENT,3,A
24,42000,MORTGAGE,9,A
24,42000,MORTGAGE,2,A
24,36000,MORTGAGE,5,C
22,34000,RENT,3,A
24,75000,RENT,0,A
22,95000,RENT,0,A
23,42000,OWN,0,A
23,27972,RENT,6,A
22,27996,RENT,1,E
24,42000,MORTGAGE,4,B
22,27996,RENT,4,C
24,42000,MORTGAGE,8,D
23,28000,RENT,4,C
23,28000,RENT,0,C
24,28000,RENT,0,A
25,28800,RENT,0,A
22,28800,RENT,6,A
23,28800,RENT,0,B
23,42000,MORTGAGE,8,B
22,42000,MORTGAGE,4,A
23,28800,RENT,2,C
23,29100,RENT,3,D
24,29120,RENT,0,B
23,29730,RENT,2,A
22,29865,RENT,6,B
21,42000,MORTGAGE,1,A
26,30000,RENT,2,B
25,30000,RENT,4,A
24,42000,MORTGAGE,8,B
24,30000,RENT,6,B
26,30000,RENT,4,C
23,36000,MORTGAGE,7,A
22,30000,RENT,2,C
23,30000,RENT,4,C
22,42000,OWN,2,A
26,30000,RENT,11,B
22,30000,RENT,0,B
23,30000,RENT,0,C
25,30000,RENT,4,B
24,42000,OWN,7,A
22,30000,RENT,0,B
23,30000,RENT,0,B
21,30000,RENT,0,A
21,30000,RENT,2,D
25,42000,MORTGAGE,9,B
21,30000,RENT,3,C
24,30000,RENT,0,B
21,36000,MORTGAGE,0,A
26,30000,RENT,7,D
23,30000,RENT,0,C
22,30000,RENT,0,B
23,30159,RENT,0,B
25,42000,MORTGAGE,3,A
22,42000,OWN,0,C
22,30900,RENT,3,B
23,42000,MORTGAGE,2,A
26,31000,RENT,4,D
22,31000,RENT,2,B
25,31000,RENT,0,A
26,31200,RENT,8,A
22,31404,RENT,0,A
25,42000,MORTGAGE,4,B
23,31920,RENT,0,A
23,42000,MORTGAGE,3,A
21,42000,OWN,5,B
25,32000,RENT,9,C
23,32000,RENT,4,B
26,32000,RENT,3,A
22,36000,MORTGAGE,3,D
23,32000,RENT,3,C
24,42000,MORTGAGE,6,B
26,32000,RENT,3,A
24,32000,RENT,1,A
26,32000,RENT,10,C
21,32000,RENT,3,A
24,32004,RENT,3,C
25,32004,RENT,5,C
24,42000,MORTGAGE,8,B
23,32400,RENT,0,B
24,42000,MORTGAGE,7,C
24,36000,MORTGAGE,8,A
22,32760,RENT,3,C
22,32968,RENT,2,D
26,33000,RENT,2,B
26,36000,MORTGAGE,2,B
23,33000,RENT,5,B
23,42000,MORTGAGE,0,A
22,33000,RENT,1,B
24,33000,RENT,8,C
21,33000,RENT,5,C
24,42000,OWN,7,A
23,33017,RENT,1,B
26,33280,RENT,11,D
23,33600,RENT,3,C
21,33600,RENT,4,C
21,42000,MORTGAGE,3,B
21,33996,RENT,0,B
25,33996,RENT,0,A
24,42000,MORTGAGE,3,A
25,34000,RENT,6,A
23,34000,RENT,4,A
21,42000,MORTGAGE,6,A
22,34000,RENT,3,A
25,34400,RENT,9,C
22,34500,RENT,1,C
23,34800,RENT,1,B
23,42000,MORTGAGE,7,D
24,34900,RENT,3,B
22,34992,RENT,1,B
24,35000,RENT,4,B
25,35000,RENT,0,B
21,35000,RENT,5,B
22,35000,RENT,2,B
23,35000,RENT,5,A
26,29000,RENT,6,C
25,36000,MORTGAGE,6,D
23,42000,MORTGAGE,2,B
22,35000,RENT,6,B
23,35000,RENT,3,B
25,35000,RENT,3,B
22,35000,RENT,3,A
24,35000,RENT,8,A
22,35000,RENT,4,C
25,42000,MORTGAGE,5,A
25,36000,MORTGAGE,2,C
26,42000,MORTGAGE,0,B
25,29000,RENT,3,D
22,42000,MORTGAGE,6,A
23,29000,RENT,1,F
24,29004,RENT,4,A
23,35004,RENT,4,C
25,42000,MORTGAGE,2,A
24,42000,MORTGAGE,2,A
25,35004,RENT,3,A
23,35520,RENT,3,C
21,35550,RENT,3,C
26,35880,RENT,2,A
22,30000,RENT,3,D
21,42000,OTHER,5,C
23,36000,RENT,1,C
21,36000,RENT,3,C
23,30000,RENT,7,C
26,36000,RENT,4,B
23,42000,MORTGAGE,1,C
22,30000,RENT,2,D
23,36000,RENT,0,B
23,36000,RENT,4,A
22,30000,RENT,6,E
26,42000,MORTGAGE,4,B
23,42000,OWN,7,B
22,30000,RENT,4,D
24,30000,RENT,1,D
22,36000,RENT,4,C
23,36000,RENT,1,C
23,36100,RENT,2,A
22,42000,MORTGAGE,1,A
25,42000,OWN,9,A
26,36225,RENT,2,C
24,36396,RENT,8,A
26,36400,RENT,3,A
25,36480,RENT,4,A
22,36996,RENT,3,B
23,42000,MORTGAGE,3,C
24,42000,OWN,1,B
22,36996,RENT,0,A
24,42000,MORTGAGE,2,C
22,37000,RENT,4,B
26,36000,MORTGAGE,10,C
22,37500,RENT,4,C
26,42000,MORTGAGE,11,D
23,31516,RENT,4,B
23,42000,OWN,1,B
23,42048,MORTGAGE,7,A
23,32000,RENT,4,B
24,38000,RENT,8,C
23,32000,RENT,5,B
22,38000,RENT,0,A
21,38000,RENT,0,C
23,42179,MORTGAGE,1,A
23,38000,RENT,0,B
25,32000,RENT,1,D
23,32000,RENT,2,E
23,38004,RENT,5,A
25,42240,OWN,10,A
23,42240,MORTGAGE,3,C
24,42252,MORTGAGE,3,C
26,32352,RENT,0,D
21,38400,RENT,5,B
25,42348,MORTGAGE,9,A
24,38400,RENT,3,B
24,38400,RENT,3,B
23,39000,RENT,6,B
22,39000,RENT,4,A
25,39000,RENT,9,A
24,33000,RENT,1,F
24,42500,MORTGAGE,5,A
23,42500,MORTGAGE,7,A
23,42500,MORTGAGE,2,B
25,42500,MORTGAGE,9,A
24,42500,MORTGAGE,8,C
26,39516,RENT,0,A
24,39862,RENT,8,C
25,39996,RENT,3,A
25,39996,RENT,2,C
21,33996,RENT,3,B
23,33996,RENT,0,D
24,33996,RENT,2,D
25,39996,RENT,0,C
25,39996,RENT,1,B
23,39996,RENT,6,B
24,33996,RENT,2,D
21,42500,OTHER,0,D
23,40000,RENT,0,B
26,40000,RENT,11,B
22,40000,RENT,4,A
24,40000,RENT,5,B
25,42504,MORTGAGE,9,A
21,40000,RENT,4,A
21,36588,MORTGAGE,5,D
22,34000,RENT,6,B
24,40000,RENT,6,A
21,40000,RENT,3,B
24,34000,RENT,2,C
25,42642,OWN,8,F
22,40000,RENT,4,A
23,40000,RENT,2,C
23,42806,MORTGAGE,7,A
22,34000,RENT,4,C
25,40000,RENT,0,B
26,40000,RENT,0,C
21,34000,RENT,2,D
26,40000,RENT,1,C
22,42900,OWN,7,B
23,42900,OWN,6,A
26,40000,RENT,3,B
22,40000,RENT,6,A
25,42996,MORTGAGE,4,A
22,34500,RENT,2,D
23,42996,MORTGAGE,2,D
25,34800,RENT,2,D
22,34800,RENT,0,D
23,40992,RENT,7,B
22,35000,RENT,4,C
25,41000,RENT,9,B
25,42996,OWN,1,D
21,35000,RENT,6,C
23,41000,RENT,2,A
22,41000,RENT,6,A
23,41017,RENT,6,A
25,35280,RENT,0,D
22,42000,RENT,0,A
24,43000,MORTGAGE,8,A
23,43000,MORTGAGE,7,A
24,42000,RENT,7,B
26,42000,RENT,6,A
22,36000,RENT,1,C
21,43000,MORTGAGE,5,A
22,43000,MORTGAGE,4,C
22,43000,MORTGAGE,3,A
22,43000,MORTGAGE,6,B
24,42000,RENT,8,A
22,43000,OWN,2,B
24,43000,MORTGAGE,6,B
22,36000,RENT,5,D
24,43000,MORTGAGE,7,C
26,43000,MORTGAGE,6,B
25,42000,RENT,3,A
24,36000,RENT,2,D
22,42000,RENT,2,C
24,43000,MORTGAGE,5,C
23,36000,RENT,0,C
23,43000,MORTGAGE,7,B
21,42000,RENT,5,A
24,37000,MORTGAGE,8,B
26,43000,MORTGAGE,9,A
26,42000,RENT,2,C
23,43000,MORTGAGE,3,D
22,43000,OWN,5,B
24,36100,RENT,4,D
25,42288,RENT,2,B
22,42500,RENT,2,B
22,42500,RENT,0,C
24,42996,RENT,5,A
25,42996,RENT,6,B
22,43000,MORTGAGE,0,B
25,43000,RENT,6,A
24,37000,RENT,3,E
22,43000,OWN,6,A
22,43200,RENT,6,B
24,43000,MORTGAGE,1,A
24,43200,RENT,3,C
23,43200,RENT,7,C
26,43680,RENT,5,B
22,37900,RENT,2,B
22,43000,MORTGAGE,1,A
26,44000,RENT,4,A
22,44004,RENT,2,A
24,38500,RENT,0,D
22,43000,MORTGAGE,0,A
24,37000,MORTGAGE,7,A
22,45000,RENT,3,B
22,43000,MORTGAGE,3,A
22,45000,RENT,3,B
25,43000,MORTGAGE,5,A
25,45000,RENT,2,C
25,43000,OWN,5,A
22,43000,MORTGAGE,5,B
24,43000,MORTGAGE,3,A
24,43000,MORTGAGE,6,C
24,39000,RENT,1,E
25,45000,RENT,0,B
22,45000,RENT,3,B
23,43000,MORTGAGE,3,A
22,39000,RENT,2,C
24,45000,RENT,0,A
22,45000,RENT,6,B
22,43000,OWN,7,A
23,45000,RENT,3,A
23,39000,RENT,3,D
24,45000,RENT,0,C
25,45000,RENT,0,B
23,45000,RENT,0,A
25,45600,RENT,6,C
23,39600,RENT,4,D
23,45600,RENT,4,C
23,45984,RENT,7,A
24,39996,RENT,0,D
26,40000,RENT,0,D
22,46000,RENT,4,A
23,43000,MORTGAGE,1,A
24,37000,MORTGAGE,0,C
22,43000,MORTGAGE,2,C
22,46500,RENT,4,B
25,46800,RENT,9,A
21,46800,RENT,2,A
21,43008,MORTGAGE,0,D
24,46809,RENT,4,B
25,47000,RENT,0,B
23,47000,RENT,0,A
23,47000,RENT,4,B
26,47000,RENT,1,A
26,43200,OWN,1,C
22,43200,MORTGAGE,1,D
23,43200,MORTGAGE,5,B
23,47184,RENT,0,B
23,47233,RENT,7,B
24,43200,MORTGAGE,4,A
25,41496,RENT,7,B
25,43200,MORTGAGE,6,C
26,43200,MORTGAGE,11,C
26,42000,RENT,3,C
22,48000,RENT,7,A
23,37200,MORTGAGE,7,B
22,43200,MORTGAGE,4,A
21,42000,RENT,2,D
23,37200,MORTGAGE,7,A
23,48000,RENT,5,B
24,48000,RENT,8,B
23,48000,RENT,2,A
22,48000,RENT,7,B
24,48000,RENT,6,C
23,42000,RENT,0,C
21,37200,MORTGAGE,3,A
22,43200,MORTGAGE,7,A
24,43200,MORTGAGE,3,C
22,48000,RENT,6,B
23,43200,OWN,6,E
23,43200,OWN,6,C
24,37200,MORTGAGE,2,A
24,48000,RENT,3,B
22,43200,MORTGAGE,6,A
26,37200,MORTGAGE,10,C
22,48000,RENT,2,B
25,48000,RENT,3,A
23,48000,RENT,7,B
22,48048,RENT,2,B
26,43200,MORTGAGE,10,B
24,48200,RENT,3,B
24,43200,MORTGAGE,0,C
25,43200,OWN,9,B
22,43200,OWN,6,A
22,43200,OWN,6,A
26,48996,RENT,5,A
24,48996,RENT,5,C
23,43236,OWN,1,C
24,49000,RENT,4,B
22,49000,RENT,6,B
24,49296,RENT,8,A
22,49560,RENT,5,B
24,43300,MORTGAGE,2,B
23,44000,RENT,6,D
22,50000,RENT,6,A
24,44000,RENT,2,C
23,50000,RENT,7,B
24,50000,RENT,1,A
24,55000,RENT,6,C
25,43500,MORTGAGE,2,A
26,55000,RENT,10,E
23,43600,MORTGAGE,4,A
23,43600,OWN,7,C
23,49029,RENT,1,A
24,56000,RENT,8,D
24,56000,RENT,6,A
23,56000,RENT,7,C
23,57000,RENT,1,A
23,37700,MORTGAGE,7,A
25,37700,MORTGAGE,7,B
26,57240,RENT,3,A
23,57500,RENT,2,B
25,43800,MORTGAGE,0,B
23,57500,RENT,5,A
26,37800,MORTGAGE,10,D
25,57996,RENT,4,B
26,43873,OWN,4,D
24,58000,RENT,6,A
24,58800,RENT,4,A
21,43971,MORTGAGE,5,A
23,60000,RENT,1,A
22,44000,MORTGAGE,4,B
23,44000,OWN,7,A
26,60000,RENT,0,B
22,60000,RENT,5,A
26,60000,RENT,4,C
23,44000,MORTGAGE,4,A
23,60000,RENT,2,A
24,44000,MORTGAGE,4,A
24,44000,OWN,9,C
23,60000,RENT,2,A
23,44000,MORTGAGE,2,C
25,44000,MORTGAGE,6,A
21,44000,MORTGAGE,2,A
24,44000,MORTGAGE,4,B
23,60000,RENT,0,C
22,60000,RENT,3,B
22,60000,RENT,6,A
22,60000,RENT,0,C
24,60000,RENT,1,B
22,44000,MORTGAGE,2,A
24,44000,MORTGAGE,7,B
23,61041,RENT,7,B
22,62400,RENT,6,A
25,62604,RENT,2,A
26,64000,RENT,3,A
25,44000,MORTGAGE,2,D
26,44000,MORTGAGE,7,E
24,65000,RENT,5,A
25,44000,MORTGAGE,5,A
22,44000,MORTGAGE,5,A
24,44000,MORTGAGE,8,A
22,65000,RENT,1,B
24,44000,OWN,8,A
23,44000,MORTGAGE,4,A
23,59000,RENT,0,D
26,65000,RENT,3,B
24,44000,MORTGAGE,8,A
26,44000,MORTGAGE,0,A
23,44000,MORTGAGE,0,A
23,69000,RENT,7,B
24,44000,MORTGAGE,4,A
22,70000,RENT,3,C
22,70000,RENT,4,B
23,44000,OWN,7,C
26,44000,OWN,10,C
26,72000,RENT,0,B
24,38000,MORTGAGE,0,D
23,72000,RENT,2,C
25,72500,RENT,2,B
26,74000,RENT,3,B
25,44000,MORTGAGE,1,C
22,75000,RENT,2,B
25,44000,MORTGAGE,7,A
23,44000,MORTGAGE,2,A
23,69000,RENT,8,B
23,69000,RENT,1,D
24,44000,OWN,8,D
24,77496,RENT,2,C
25,44000,MORTGAGE,3,A
26,80000,RENT,3,A
22,80000,RENT,3,A
26,80000,RENT,0,C
25,80000,RENT,0,C
26,80000,RENT,0,C
23,80400,RENT,4,A
23,83000,RENT,7,B
22,44000,MORTGAGE,1,B
25,84000,RENT,5,B
22,38004,MORTGAGE,7,D
23,44004,OWN,7,A
26,84996,RENT,0,B
24,85000,RENT,1,C
21,44004,MORTGAGE,5,B
22,44004,MORTGAGE,0,C
24,86250,RENT,1,B
25,87000,RENT,7,C
23,88000,RENT,5,B
22,44160,MORTGAGE,5,C
24,44160,OTHER,7,C
25,44196,MORTGAGE,8,A
25,90900,RENT,9,C
24,44208,MORTGAGE,2,A
23,92000,RENT,7,A
24,83000,RENT,8,D
23,44340,OWN,0,C
26,38340,MORTGAGE,7,B
23,44390,OWN,3,B
23,38400,MORTGAGE,2,D
25,100000,RENT,7,C
25,100500,RENT,5,B
25,44400,MORTGAGE,9,A
25,44400,MORTGAGE,6,C
22,110500,RENT,2,A
25,115000,RENT,2,A
23,44400,MORTGAGE,8,C
26,44400,MORTGAGE,4,C
23,44400,MORTGAGE,3,A
24,133800,RENT,0,A
23,140000,RENT,7,A
25,44400,OWN,1,C
24,143000,RENT,7,E
24,24000,RENT,5,B
26,33000,RENT,4,D
26,44470,MORTGAGE,2,A
24,44475,OWN,1,B
26,52800,RENT,4,B
23,44496,MORTGAGE,2,A
25,34600,RENT,0,A
23,33000,RENT,1,C
23,44500,MORTGAGE,4,B
25,63000,RENT,3,A
22,44500,MORTGAGE,3,C
25,19240,RENT,0,B
21,44500,OWN,6,D
26,21312,RENT,0,B
23,23000,RENT,2,A
22,23000,RENT,1,B
24,44582,MORTGAGE,8,A
24,44600,MORTGAGE,5,B
26,24500,RENT,4,B
21,26124,RENT,3,D
24,26400,RENT,4,A
24,28800,RENT,2,B
25,30000,RENT,1,A
24,44700,OWN,8,D
22,44720,MORTGAGE,6,A
24,30000,RENT,0,B
24,62000,RENT,8,A
22,23800,RENT,2,A
26,44959,MORTGAGE,2,B
23,46744,RENT,4,D
22,47000,RENT,6,A
22,48000,RENT,7,A
23,45000,MORTGAGE,4,C
22,60000,RENT,3,A
25,45000,MORTGAGE,3,A
23,45000,MORTGAGE,4,B
22,73700,RENT,3,F
25,75000,RENT,7,D
25,80000,RENT,4,A
24,108000,RENT,6,B
25,45000,MORTGAGE,4,C
23,44000,RENT,1,C
23,44000,RENT,3,D
24,50000,RENT,6,A
22,45000,MORTGAGE,5,B
24,50000,RENT,8,B
23,45000,MORTGAGE,7,B
23,50000,RENT,7,B
25,45000,MORTGAGE,9,A
22,50000,RENT,2,A
24,50000,RENT,7,B
25,45000,MORTGAGE,1,A
23,50000,RENT,0,B
23,50000,RENT,7,A
26,45000,MORTGAGE,4,A
25,50000,RENT,0,A
24,50000,RENT,3,D
24,45000,MORTGAGE,8,A
24,50000,RENT,2,C
24,50004,RENT,9,C
24,50004,RENT,5,A
21,50252,RENT,4,B
23,44400,RENT,4,D
23,50400,RENT,3,B
24,39000,MORTGAGE,3,D
22,50433,RENT,6,B
21,50500,RENT,0,B
24,50793,RENT,6,A
21,45000,OWN,2,A
21,45996,RENT,5,D
25,45996,RENT,2,G
24,45000,MORTGAGE,0,B
25,39000,MORTGAGE,5,C
22,45000,OWN,4,A
23,45000,MORTGAGE,6,B
22,21000,RENT,1,A
26,45000,MORTGAGE,6,C
24,24000,RENT,1,A
25,45000,MORTGAGE,5,B
25,24000,RENT,2,B
26,24996,RENT,3,A
24,25000,RENT,0,B
23,25000,RENT,2,A
26,25000,RENT,3,B
25,25000,RENT,0,C
24,25000,RENT,0,B
24,45000,MORTGAGE,2,A
25,25000,RENT,4,B
21,25200,RENT,3,C
24,45000,MORTGAGE,0,A
22,26000,RENT,4,A
25,45000,MORTGAGE,9,A
22,45000,MORTGAGE,6,A
26,45000,MORTGAGE,10,A
22,27000,RENT,2,B
24,39000,MORTGAGE,4,A
21,27120,RENT,0,A
25,28500,RENT,0,B
22,45000,MORTGAGE,6,A
26,28700,RENT,6,D
24,28800,RENT,1,A
25,45000,MORTGAGE,4,A
23,29520,RENT,7,D
21,29760,RENT,1,B
23,30000,RENT,6,C
22,45000,MORTGAGE,2,D
23,45000,MORTGAGE,7,B
25,30000,RENT,3,C
23,32000,RENT,0,C
25,45000,MORTGAGE,4,D
26,34000,RENT,1,A
22,30000,RENT,4,D
23,45000,MORTGAGE,4,B
22,39000,MORTGAGE,4,A
25,38400,RENT,9,B
22,40000,RENT,1,C
24,45000,MORTGAGE,6,A
23,34000,RENT,5,C
26,45000,MORTGAGE,10,C
26,40500,RENT,4,A
21,42000,RENT,5,A
26,39000,MORTGAGE,0,D
25,45000,MORTGAGE,6,B
23,45000,MORTGAGE,8,B
24,39000,MORTGAGE,8,C
23,45000,MORTGAGE,2,A
23,42000,RENT,0,A
22,42000,RENT,3,B
26,42000,RENT,0,B
26,42996,RENT,10,B
21,43000,RENT,5,D
26,45000,MORTGAGE,6,A
22,44000,RENT,4,A
24,44000,RENT,0,A
25,39000,RENT,2,C
25,45000,MORTGAGE,8,A
25,47000,RENT,1,A
26,45000,MORTGAGE,9,D
25,47000,RENT,8,B
23,45000,OWN,4,C
24,49232,RENT,8,A
21,45000,MORTGAGE,5,B
25,44000,RENT,9,C
21,50000,RENT,5,B
21,44000,RENT,5,B
26,45000,MORTGAGE,5,A
25,50000,RENT,7,E
24,52582,RENT,5,B
22,46968,RENT,1,C
24,45000,MORTGAGE,8,A
24,45000,OWN,4,A
24,55000,RENT,5,B
25,55000,RENT,7,C
24,45000,MORTGAGE,2,A
26,59000,RENT,2,B
21,60996,RENT,2,B
23,45000,MORTGAGE,7,A
25,62500,RENT,3,A
21,45000,MORTGAGE,0,A
25,63996,RENT,2,B
22,45000,MORTGAGE,3,C
23,65000,RENT,6,C
23,65000,RENT,3,B
23,66200,RENT,5,A
25,45000,MORTGAGE,2,A
22,74000,RENT,6,B
25,69000,RENT,5,A
22,21040,RENT,4,B
23,38500,RENT,1,B
24,45000,MORTGAGE,8,A
22,100000,RENT,2,C
24,45000,MORTGAGE,3,C
24,45000,MORTGAGE,8,A
22,25000,RENT,2,A
22,45000,MORTGAGE,0,A
23,30000,RENT,0,C
26,52000,RENT,5,B
23,52000,RENT,1,A
22,52000,RENT,1,A
23,45000,MORTGAGE,2,B
24,52728,RENT,4,A
22,53000,RENT,6,B
22,53000,RENT,0,A
24,45000,OWN,8,A
25,45000,MORTGAGE,9,B
25,45000,MORTGAGE,0,A
23,45000,MORTGAGE,0,A
25,45000,MORTGAGE,9,B
25,53000,RENT,3,C
26,53500,RENT,1,B
23,53760,RENT,0,C
26,54000,RENT,10,B
25,54000,RENT,5,B
22,45000,MORTGAGE,5,C
24,45000,MORTGAGE,5,A
23,54860,RENT,0,C
26,54996,RENT,3,B
26,45000,MORTGAGE,10,A
22,54996,RENT,0,C
24,54996,RENT,0,B
22,49000,RENT,1,D
25,45000,OWN,9,A
22,55000,RENT,6,A
26,55000,RENT,3,C
25,55000,RENT,3,C
22,55000,RENT,3,C
24,55000,RENT,4,A
21,55272,RENT,5,A
24,56000,RENT,8,C
26,56000,RENT,7,A
22,45000,OWN,6,A
24,50000,RENT,1,D
22,45000,OWN,7,A
25,56000,RENT,2,B
22,45000,MORTGAGE,6,A
23,56016,RENT,4,E
21,45000,MORTGAGE,5,A
26,51000,RENT,10,B
24,51000,RENT,2,D
26,51600,RENT,1,A
24,57692,RENT,2,C
24,57996,RENT,1,A
24,57996,RENT,4,D
24,58000,RENT,5,A
22,58000,RENT,4,C
23,45000,MORTGAGE,1,B
21,45000,MORTGAGE,3,A
25,45000,MORTGAGE,4,A
23,58000,RENT,4,C
24,45000,MORTGAGE,5,A
24,45000,MORTGAGE,0,A
21,45000,MORTGAGE,4,A
25,58296,RENT,9,A
22,58380,RENT,2,C
26,45000,MORTGAGE,3,C
24,58800,RENT,5,A
25,58800,RENT,4,D
22,52880,RENT,6,D
21,45000,MORTGAGE,5,A
26,58979,RENT,2,A
26,53000,RENT,4,D
22,59317,RENT,5,B
21,59800,RENT,5,B
24,45000,MORTGAGE,4,A
22,45000,MORTGAGE,3,B
23,45000,MORTGAGE,7,A
26,45000,MORTGAGE,10,A
23,60000,RENT,7,C
22,54000,RENT,6,D
21,45000,MORTGAGE,5,A
23,60000,RENT,5,D
24,60000,RENT,2,C
24,45000,MORTGAGE,8,A
23,60000,RENT,6,A
21,60000,RENT,2,A
26,60000,RENT,10,B
23,60000,RENT,2,A
21,45000,MORTGAGE,5,A
23,60000,RENT,2,A
25,60000,RENT,8,D
22,45000,MORTGAGE,1,B
22,54000,RENT,1,A
26,60000,RENT,0,A
23,60000,RENT,4,C
24,39000,MORTGAGE,2,C
23,45000,MORTGAGE,4,C
22,60000,RENT,3,C
25,45000,OWN,5,B
22,54000,RENT,4,E
23,54000,RENT,7,C
22,45000,MORTGAGE,4,C
24,60996,RENT,8,A
22,61000,RENT,3,B
24,45000,MORTGAGE,2,B
24,45000,MORTGAGE,3,B
22,61000,RENT,2,A
25,62000,RENT,0,A
25,62000,RENT,9,A
22,62400,RENT,2,B
25,62400,RENT,5,A
25,63000,RENT,9,B
23,63000,RENT,7,C
22,63000,RENT,2,A
23,45000,MORTGAGE,5,B
24,63000,RENT,2,A
23,63800,RENT,7,B
25,64000,RENT,9,D
25,45000,MORTGAGE,3,B
24,64151,RENT,0,B
21,64424,RENT,3,A
26,45000,MORTGAGE,0,C
24,64600,RENT,2,A
25,45000,OWN,1,C
23,45000,MORTGAGE,2,A
26,65000,RENT,0,A
22,65000,RENT,3,B
25,59000,RENT,0,D
22,45000,MORTGAGE,3,B
25,45000,MORTGAGE,3,A
22,45000,MORTGAGE,6,A
23,39000,MORTGAGE,7,C
25,45000,MORTGAGE,0,A
23,65000,RENT,2,A
22,45000,MORTGAGE,1,B
23,65000,RENT,3,C
22,45000,MORTGAGE,1,B
21,59000,RENT,4,C
25,45000,MORTGAGE,9,A
26,45000,MORTGAGE,1,A
